SET IDENTITY_INSERT [dbo].[RainChecks] ON 
INSERT [dbo].[RainChecks] ([RaincheckId], [Name], [ProductId], [Quantity], [SalePrice], [StoreId]) VALUES (1, N'John Smith1923929452', 18, 3, 33.94, 1)
INSERT [dbo].[RainChecks] ([RaincheckId], [Name], [ProductId], [Quantity], [SalePrice], [StoreId]) VALUES (28, N'John Smith1168413542', 6, 2, 21.41, 18)
INSERT [dbo].[RainChecks] ([RaincheckId], [Name], [ProductId], [Quantity], [SalePrice], [StoreId]) VALUES (29, N'John Smith609547231', 17, 4, 75.25, 18)
INSERT [dbo].[RainChecks] ([RaincheckId], [Name], [ProductId], [Quantity], [SalePrice], [StoreId]) VALUES (30, N'John Smith1987910979', 13, 5, 21.34, 17)
INSERT [dbo].[RainChecks] ([RaincheckId], [Name], [ProductId], [Quantity], [SalePrice], [StoreId]) VALUES (31, N'John Smith1434513699', 2, 6, 55.06, 17)
INSERT [dbo].[RainChecks] ([RaincheckId], [Name], [ProductId], [Quantity], [SalePrice], [StoreId]) VALUES (32, N'John Smith1108733577', 14, 5, 78.89, 16)
INSERT [dbo].[RainChecks] ([RaincheckId], [Name], [ProductId], [Quantity], [SalePrice], [StoreId]) VALUES (33, N'John Smith683584065', 2, 7, 43.86, 16)
INSERT [dbo].[RainChecks] ([RaincheckId], [Name], [ProductId], [Quantity], [SalePrice], [StoreId]) VALUES (34, N'John Smith1890942189', 13, 6, 32.86, 20)
INSERT [dbo].[RainChecks] ([RaincheckId], [Name], [ProductId], [Quantity], [SalePrice], [StoreId]) VALUES (35, N'John Smith597682527', 11, 8, 19.38, 16)
INSERT [dbo].[RainChecks] ([RaincheckId], [Name], [ProductId], [Quantity], [SalePrice], [StoreId]) VALUES (36, N'John Smith1975753867', 1, 4, 93.54, 15)
INSERT [dbo].[RainChecks] ([RaincheckId], [Name], [ProductId], [Quantity], [SalePrice], [StoreId]) VALUES (37, N'John Smith1021589995', 10, 3, 45.56, 15)
INSERT [dbo].[RainChecks] ([RaincheckId], [Name], [ProductId], [Quantity], [SalePrice], [StoreId]) VALUES (38, N'John Smith956817177', 7, 6, 13.45, 14)
INSERT [dbo].[RainChecks] ([RaincheckId], [Name], [ProductId], [Quantity], [SalePrice], [StoreId]) VALUES (39, N'John Smith1251940683', 15, 1, 86.94, 13)
INSERT [dbo].[RainChecks] ([RaincheckId], [Name], [ProductId], [Quantity], [SalePrice], [StoreId]) VALUES (40, N'John Smith1390228452', 17, 7, 1.97, 12)
INSERT [dbo].[RainChecks] ([RaincheckId], [Name], [ProductId], [Quantity], [SalePrice], [StoreId]) VALUES (41, N'John Smith1206155420', 10, 3, 39.89, 11)
INSERT [dbo].[RainChecks] ([RaincheckId], [Name], [ProductId], [Quantity], [SalePrice], [StoreId]) VALUES (42, N'John Smith1280463357', 15, 2, 85.35, 11)
INSERT [dbo].[RainChecks] ([RaincheckId], [Name], [ProductId], [Quantity], [SalePrice], [StoreId]) VALUES (43, N'John Smith1160703904', 18, 5, 60.35, 10)
INSERT [dbo].[RainChecks] ([RaincheckId], [Name], [ProductId], [Quantity], [SalePrice], [StoreId]) VALUES (44, N'John Smith1558123818', 14, 6, 8.15, 9)
INSERT [dbo].[RainChecks] ([RaincheckId], [Name], [ProductId], [Quantity], [SalePrice], [StoreId]) VALUES (45, N'John Smith139144628', 15, 5, 74.91, 15)
INSERT [dbo].[RainChecks] ([RaincheckId], [Name], [ProductId], [Quantity], [SalePrice], [StoreId]) VALUES (46, N'John Smith263404988', 5, 8, 48.06, 20)
SET IDENTITY_INSERT [dbo].[RainChecks] OFF
GO
